comment,label
"Làm màu câu fame quá",1
"Drama hoài không chán à",1
"Nhìn giả tạo thật sự",1
"Chiêu trò rẻ tiền",1
"Cố tình gây chú ý thôi",1
"Xem mà thấy phản cảm",1
"PR bẩn quá rồi",1
"Nổi bằng scandal à",1
"Hết content nên làm trò",1
"Mất thiện cảm luôn",1
"Càng ngày càng lố",1
"Thấy là biết diễn rồi",1
"Chẳng có gì hay ho",1
"Làm vậy mà cũng bênh được",1
"Không tôn trọng văn hóa gì cả",1
"Đúng kiểu sống ảo câu like",1
"Nhìn là thấy có mùi drama",1
"Làm quá lên rồi đó",1
"Thật sự thấy khó chịu",1
"Đừng có diễn nữa",1
"Thấy mà chán",1
"Lại chiêu trò mới à",1
"Quá giả tạo",1
"Không ưa nổi",1
"Làm lố quá mức",1
"Đúng kiểu câu view",1
"Nhìn phát ghét",1
"Nói chung là xàm",1
"Thật sự phản cảm",1
"Càng xem càng ghét",1
"Thôi đừng toxic nữa",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Nên cho người ta cơ hội",0
"Không nên công kích cá nhân",0
"Mọi người thông cảm đi",0
"Drama mạng thôi mà",0
"Ủng hộ cô ấy sửa sai",0
"Đừng quá khắt khe",0
"Nói vậy tội người ta",0
"Quan trọng là biết nhận lỗi",0
"Ai cũng có thể mắc sai lầm",0
"Cô ấy đã xử lý ổn rồi",0
"Nên nhìn nhận tích cực hơn",0
"Đừng quá nặng lời",0
"Mình thấy cũng không đến mức đó",0
"Thôi bỏ qua đi",0
"Đừng làm quá lên",0
"Chuyện nhỏ thôi mà",0
"Mọi người nên bình tĩnh",0
"Làm màu câu fame quá",1
"Drama hoài không chán à",1
"Nhìn giả tạo thật sự",1
"Chiêu trò rẻ tiền",1
"Cố tình gây chú ý thôi",1
"Xem mà thấy phản cảm",1
"PR bẩn quá rồi",1
"Nổi bằng scandal à",1
"Hết content nên làm trò",1
"Mất thiện cảm luôn",1
"Càng ngày càng lố",1
"Thấy là biết diễn rồi",1
"Chẳng có gì hay ho",1
"Làm vậy mà cũng bênh được",1
"Không tôn trọng văn hóa gì cả",1
"Đúng kiểu sống ảo câu like",1
"Nhìn là thấy có mùi drama",1
"Làm quá lên rồi đó",1
"Thật sự thấy khó chịu",1
"Đừng có diễn nữa",1
"Thôi đừng toxic nữa",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Nên cho người ta cơ hội",0
"Không nên công kích cá nhân",0
"Mọi người thông cảm đi",0
"Drama mạng thôi mà",0
"Ủng hộ cô ấy sửa sai",0
"Đừng quá khắt khe",0
"Nói vậy tội người ta",0
"Quan trọng là biết nhận lỗi",0
"Ai cũng có thể mắc sai lầm",0
"Cô ấy đã xử lý ổn rồi",0
"Nên nhìn nhận tích cực hơn",0
"Đừng quá nặng lời",0
"Mình thấy cũng không đến mức đó",0
"Thôi bỏ qua đi",0
"Đừng làm quá lên",0
"Chuyện nhỏ thôi mà",0
"Mọi người nên bình tĩnh",0
comment,label
"Đúng kiểu kiếm chuyện để nổi",1
"Lại thêm drama nhảm nhí",1
"Nhìn là thấy không chân thật",1
"Chiêu trò câu view quá rõ",1
"Cố tình làm quá lên",1
"Thật sự rất phản cảm",1
"Không hiểu sao vẫn có người bênh",1
"Toàn tạo scandal",1
"Làm vậy mà cũng đăng được",1
"Xem mà thấy cringe",1
"Nhạt mà cứ thích gây chú ý",1
"Đúng là hết nội dung rồi",1
"Không có gì ngoài drama",1
"Làm vậy mất hình tượng luôn",1
"Nhìn mà thấy mệt",1
"Lại trò cũ thôi",1
"Thấy giả trân ghê",1
"Không thích kiểu này",1
"Quá lố rồi đó",1
"Xàm thật sự",1
"Chỉ thấy toàn chiêu trò",1
"Không đáng để quan tâm",1
"Làm quá mọi thứ lên",1
"Thấy mà ngán",1
"Chả có gì đặc biệt",1
"Drama để nổi thôi",1
"Càng ngày càng tệ",1
"Thấy là muốn lướt qua",1
"Nội dung chán thật",1
"Không hợp mắt chút nào",1
"Thôi mọi người nhẹ nhàng thôi",0
"Mình thấy cũng bình thường mà",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Mình thấy cô ấy cũng cố gắng rồi",0
"Nói chung là ổn mà",0
"Đừng làm lớn chuyện nữa",0
"Chuyện cũng qua rồi",0
"Nên nhìn tích cực hơn",0
"Không cần gay gắt vậy đâu",0
"Mình thấy không có gì nghiêm trọng",0
"Mọi người chill đi",0
"Đúng kiểu kiếm chuyện để nổi",1
"Lại thêm drama nhảm nhí",1
"Nhìn là thấy không chân thật",1
"Chiêu trò câu view quá rõ",1
"Cố tình làm quá lên",1
"Thật sự rất phản cảm",1
"Không hiểu sao vẫn có người bênh",1
"Toàn tạo scandal",1
"Làm vậy mà cũng đăng được",1
"Xem mà thấy cringe",1
"Nhạt mà cứ thích gây chú ý",1
"Đúng là hết nội dung rồi",1
"Không có gì ngoài drama",1
"Làm vậy mất hình tượng luôn",1
"Nhìn mà thấy mệt",1
"Lại trò cũ thôi",1
"Thấy giả trân ghê",1
"Không thích kiểu này",1
"Quá lố rồi đó",1
"Xàm thật sự",1
"Thôi mọi người nhẹ nhàng thôi",0
"Mình thấy cũng bình thường mà",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Mình thấy cô ấy cũng cố gắng rồi",0
"Nói chung là ổn mà",0
"Đừng làm lớn chuyện nữa",0
"Chuyện cũng qua rồi",0
"Nên nhìn tích cực hơn",0
"Không cần gay gắt vậy đâu",0
"Mình thấy không có gì nghiêm trọng",0
"Mọi người chill đi",0
comment,label
"Nhìn là biết cố tình làm drama rồi 😡",1
"Trời ơi làm màu vừa thôi chứ 😒",1
"Chiêu này cũ rích rồi mà vẫn xài à",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thật sự nhìn rất phản cảm luôn á",1
"Lại một màn câu view rẻ tiền 😏",1
"Càng ngày càng làm lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Ủa rồi làm vậy để làm gì?",1
"Drama queen chính hiệu luôn 🤡",1
"Không thấy có gì hay ho hết",1
"Làm như vậy mà cũng đăng được à",1
"Thấy cringe thật sự 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Xem mà thấy mệt ghê",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
"Nhìn là biết cố tình làm drama rồi 😡",1
"Trời ơi làm màu vừa thôi chứ 😒",1
"Chiêu này cũ rích rồi mà vẫn xài à",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thật sự nhìn rất phản cảm luôn á",1
"Lại một màn câu view rẻ tiền 😏",1
"Càng ngày càng làm lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Ủa rồi làm vậy để làm gì?",1
"Drama queen chính hiệu luôn 🤡",1
"Không thấy có gì hay ho hết",1
"Làm như vậy mà cũng đăng được à",1
"Thấy cringe thật sự 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Xem mà thấy mệt ghê",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
comment,label
"Vãi thật, nhìn là thấy cố tình câu view 😡",1
"Thật sự thấy phản cảm luôn 😤",1
"Drama mà cứ đăng lên như đúng rồi",1
"Đúng kiểu sống ảo để nổi 😏",1
"Nhìn phát ghét vl",1
"Chỉ thấy toàn chiêu trò thôi",1
"Xem mà thấy mệt quá 😓",1
"Lại một màn diễn cũ rích",1
"Nhạt vl, làm gì cũng muốn nổi",1
"Đúng kiểu câu fame rẻ tiền",1
"Đừng có làm quá lên, mọi người ơi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị nặng lời",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Nhìn là biết giả trân vl",1
"PR bẩn quá, chịu không nổi",1
"Câu view rẻ tiền quá 😒",1
"Lại chiêu trò cũ rích 😏",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Drama queen chính hiệu 🤡",1
"Làm vậy mà cũng đăng được à",1
"Xem mà thấy cringe 😬",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Nhìn là biết cố tình làm drama 😡",1
"Trời ơi làm màu vừa thôi chứ 😒",1
"Chiêu này cũ rích rồi mà vẫn xài",1
"Nhìn mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thật sự nhìn rất phản cảm luôn á",1
"Lại một màn câu view rẻ tiền 😏",1
"Càng ngày càng làm lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Ủa rồi làm vậy để làm gì?",1
"Drama queen chính hiệu luôn 🤡",1
"Không thấy có gì hay ho hết",1
"Làm như vậy mà cũng đăng được à",1
"Thấy cringe thật sự 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Xem mà thấy mệt ghê",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
comment,label
"Đúng kiểu câu like vl 😡",1
"Thật sự thấy mệt với drama này 😒",1
"Lại chiêu trò cũ rích 😂",1
"Nhìn phát ghét vl 😤",1
"PR kiểu này không chấp nhận được",1
"Xem mà thấy giả trân quá",1
"Làm vậy mà vẫn đăng được 😏",1
"Câu view rẻ tiền vl",1
"Nhìn là muốn lướt luôn",1
"Đúng kiểu sống ảo vl",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi",0
"Không nên công kích cá nhân",0
"Mình thấy cũng bình thường mà",0
"Chuyện cũng không lớn tới mức đó",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Đừng làm quá lên",0
"Cho người ta cơ hội đi",0
"Mọi người chill đi 😄",0
"Nhìn là biết cố tình làm drama 😡",1
"Chiêu trò câu view rẻ tiền vl",1
"Nhìn mà thấy mệt ghê 😓",1
"Toàn chiêu trò không à",1
"Làm quá lên rồi đó",1
"Xem mà thấy cringe",1
"Nhạt mà cứ thích gây chú ý",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Thôi bỏ qua đi cho nhẹ đầu",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Lại thêm drama nhảm nhí 😡",1
"Nhìn là thấy không chân thật",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Càng ngày càng làm lố lên",1
"Lại một màn diễn cũ rích",1
"Làm màu câu fame quá",1
"Nhìn phát ghét vl",1
"Chiêu trò rẻ tiền vl",1
"Xem mà thấy phản cảm 😤",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
comment,label
"Vãi, nhìn là thấy câu fame 😡",1
"Lại drama nhảm vl 😒",1
"Nhìn phát ghét vl",1
"PR kiểu này không chấp nhận được",1
"Thật sự thấy phản cảm",1
"Xem mà thấy mệt quá",1
"Nhạt vl, làm gì cũng muốn nổi",1
"Đúng kiểu sống ảo vl",1
"Toàn chiêu trò không à",1
"Làm quá lên rồi đó",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Lại chiêu trò cũ rích 😂",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Drama queen chính hiệu 🤡",1
"Làm vậy mà cũng đăng được à",1
"Xem mà thấy cringe 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
comment,label
"Vãi, nhìn là thấy câu fame 😡",1
"Lại drama nhảm vl 😒",1
"Nhìn phát ghét vl",1
"PR kiểu này không chấp nhận được",1
"Thật sự thấy phản cảm",1
"Xem mà thấy mệt quá",1
"Nhạt vl, làm gì cũng muốn nổi",1
"Đúng kiểu sống ảo vl",1
"Toàn chiêu trò không à",1
"Làm quá lên rồi đó",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Lại chiêu trò cũ rích 😂",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Drama queen chính hiệu 🤡",1
"Làm vậy mà cũng đăng được à",1
"Xem mà thấy cringe 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
comment,label
"Nhìn là biết giả trân vl 😡",1
"Lại chiêu trò cũ rích 😂",1
"Thật sự thấy phản cảm vl 😤",1
"Đúng kiểu câu view rẻ tiền",1
"Xem mà thấy mệt quá 😓",1
"Nhạt vl, làm gì cũng muốn nổi",1
"PR bẩn quá, chịu không nổi",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Làm vậy mà cũng đăng được à",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Lại thêm drama nhảm nhí 😡",1
"Nhìn là thấy không chân thật",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Càng ngày càng làm lố lên",1
"Lại một màn diễn cũ rích",1
"Làm màu câu fame quá",1
"Nhìn phát ghét vl",1
"Chiêu trò rẻ tiền vl",1
"Xem mà thấy phản cảm 😤",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0